abase,vt. 使…谦卑；降低…的品格；降低…的地位
scarlet,"n. 猩红色；红衣；绯红色；鲜红色布
adj. 深红的；鲜红色的；罪孽深重的；淫荡的"
scrap,"n. 碎片；残余物；打架；少量
vt. 废弃；使解体；拆毁
adj. 废弃的；零碎的
vi. 吵架"
scrape,"n. 刮掉；擦痕；困境；刮擦声
vt. 刮；擦伤；挖成
vi. 刮掉；刮出刺耳声"
scrip,n. 纸条；纸片；便条；临时凭证
script,"n. 脚本；手迹；书写用的字母
vt. 把…改编为剧本
vi. 写电影脚本"
sandal,n. 凉鞋；檀香；檀香木；便鞋
saddle,"n. 鞍，鞍状物；车座；拖具
vt. 承受；使负担；装以马鞍
vi. 跨上马鞍"
section,"n. 截面；部分；部门；地区；章节
vt. 把…分段；将…切片；对…进行划分
vi. 被切割成片；被分成部分"
session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
slender,adj. 细长的；苗条的；微薄的
slander,"n. 诽谤；中伤
vt. 诽谤；造谣中伤"
sore,"n. 溃疡，痛处；恨事，伤心事
adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的"
sour,"n. 酸味；苦事
adj. 酸的；发酵的；刺耳的；酸臭的；讨厌的
vt. 使变酸；使失望
vi. 发酵；变酸；厌烦"
soar,"n. 高飞；高涨
vi. 高飞；高耸；往上飞舞"
spin,"n. 旋转；疾驰
vi. 旋转；纺纱；吐丝；晕眩
vt. 使旋转；纺纱；编造；结网"
spine,n. 脊柱，脊椎；刺；书脊
stain,"n. 污点；瑕疵；着色剂
vt. 沾污；败坏；给…着色
vi. 污染；被沾污；被染污"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
staple,"n. 主要产品；订书钉；主题；主食
adj. 主要的，大宗生产的；常用的；纺织纤维的
vt. 把…分级；钉住"
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
effect,"n. 影响；效果；作用
vt. 产生；达到目的"
adapt,"vi. 适应
vt. 使适应；改编"
adopt,"vi. 采取；过继
vt. 采取；接受；收养；正式通过"
adept,"n. 内行；能手
adj. 熟练的；擅长…的"
angel,"n. 天使；守护神；善人
vt. 出钱支持"
angle,"n. 角度，角，方面
vi. 钓鱼；谋取"
dairy,"n. 奶制品；乳牛；制酪场；乳品店；牛奶及乳品业
adj. 乳品的；牛奶的；牛奶制的；产乳的"
diary,n. 日志，日记；日记簿
contend,"vi. 竞争；奋斗；斗争；争论
vt. 主张；为...斗争"
content,"n. 内容，目录；满足；容量
adj. 满意的
vt. 使满足"
context,n. 环境；上下文；来龙去脉
contest,"n. 竞赛；争夺；争论
vt. 争辩；质疑
vi. 竞争；争辩"
dessert,n. 餐后甜点；甜点心
desert,"n. 沙漠；荒原；应得的赏罚
vt. 遗弃；放弃；逃跑
adj. 沙漠的；荒凉的；不毛的
vi. 遗弃；开小差；逃掉"
dissert,vi. 论述；写论文；讨论；作学术讲演
pat,"n. 轻拍；小块；轻拍声
adj. 恰好的；熟练的；合适的
vt. 轻拍
adv. 恰好；熟记地
vi. 轻拍"
tap,"n. 水龙头；轻打
vt. 轻敲；轻打；装上嘴子
vi. 轻拍；轻击；轻叩
vt. 采用，利用"
slap,"n. 掴；侮辱；掌击；拍打声
vt. 拍击；侮辱；掌击；掴…的耳光
vi. 掴；拍击
adv. 直接地；猛然地；恰好"
rap,"n. 轻敲
vi. 敲击；交谈
vt. 抢走；轻敲；敲击致使；使着迷"
sweet,"n. 糖果；乐趣；芳香；宝贝
adj. 甜的；悦耳的；芳香的；亲切的
（俚）酷毙了"
sweat,"n. 汗；水珠；焦急；苦差使
vt. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待
vi. 出汗；辛苦工作；懊恼；结水珠"
later,"adv. 后来；稍后；随后
adj. 更迟的；更后的"
latter,adj. 后者的；近来的；后面的；较后的
latest,"adv. 最迟地；最后地
n. 最新的事物
adj. 最新的，最近的；最迟的，最后的"
lately,adv. 近来，不久前
costume,"n. 服装，装束；戏装，剧装
vt. 给…穿上服装"
custom,"n. 习惯，惯例；风俗；海关，关税；经常光顾；（经常性的）顾客
adj. （衣服等）定做的，定制的"
aural,adj. 听觉的；耳的；气味的；先兆的
oral,"n. 口试
adj. 口头的，口述的"
altar,n. 祭坛；圣坛；圣餐台
alter,"vt. 改变，更改
vi. 改变；修改"
assent,"n. 同意；赞成
vi. 同意；赞成"
ascent,n. 上升；上坡路；登高
accent,"n. 口音；重音；强调；特点；重音符号
vt. 强调；重读；带…口音讲话"
champion,"n. 冠军；拥护者；战士
adj. 优胜的；第一流的
vt. 支持；拥护"
champagne,n. 香槟酒；香槟酒色
campaign,"n. 运动；活动；战役
vi. 作战；参加竞选；参加活动"
baron,n. 男爵；大亨；巨头
barren,"n. 荒地
adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的"
barn,"n. 谷仓；畜棚；车库；靶（核反应截面单位）
vt. 把…贮存入仓"
beam,"n. 横梁；光线；电波；船宽； 秤杆
vt. 发送；以梁支撑；用…照射；流露
vi. 照射；堆满笑容"
bean,"n. 豆；嘴峰；毫无价值的东西
vt. 击…的头部"
pray,"vi. 祈祷；请；恳求
vt. 祈祷；恳求；央求"
prey,"n. 捕食；牺牲者；被捕食的动物
vi. 捕食；掠夺；折磨"
chore,n. 家庭杂务；日常的零星事务；讨厌的或累人的工作
chord,n. 弦；和弦；香水的基调
cord,"n. 绳索；束缚
vt. 用绳子捆绑"
council,n. 委员会；会议；理事会；地方议会；顾问班子
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
consul,n. 领事；（古罗马的）两执政官之一
crow,"n.  乌鸦；鸡鸣；撬棍
vi. 啼叫；报晓"
crown,"n. 王冠；花冠；王权；顶点
vt. 加冕；居…之顶；表彰；使圆满完成"
clown,"n. 小丑；乡下人；粗鲁笨拙的人
vi. 扮小丑；装傻"
dose,"n. 剂量；一剂，一服
vt. 给药；给…服药
vi. 服药"
doze,"n. 瞌睡
vi. 打瞌睡；假寐
vt. 打瞌睡度过"
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
exceed,"vt. 超过；胜过
vi. 超过其他"
excel,"vt. 超过；擅长
vi. (在某方面)胜过(或超过)别人"
mortal,"adj. 凡人的；致死的；终有一死的；不共戴天的
n. 人类，凡人"
metal,"n. 金属；合金
vt. 以金属覆盖
adj. 金属制的"
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
medal,n. 勋章，奖章；纪念章
model,"n. 模型；典型；模范；模特儿；样式
vt. 模拟；塑造；模仿
vi. 做模型；做模特儿
adj. 模范的；作模型用的"
meddle,vi. 管闲事，干预他人之事
drought,n. 干旱；缺乏
draught,"n. 气流；汇票；草稿（等于draft）
vt. 起草；征兵；选派（等于draft）
adj. 汲出的；拖拉的（等于draft）"
except,"conj. 除了；要不是
prep. 除…之外
vt. 不计；把…除外
vi. 反对"
expect,"vi. 期待；预期
vt. 期望；指望；认为；预料"
accept,"vi. 承认；同意；承兑
vt. 接受；承认；承担；承兑；容纳"
excerpt,"n. 摘录，引用
vt. 引用，摘录
vi. 摘录，引用"
exempt,"n. 免税者；被免除义务者
adj. 被免除的；被豁免的
vt. 免除；豁免"
floor,"n. 地板，地面；楼层；基底；议员席
vt. 铺地板；打倒，击倒；（被困难）难倒"
flour,"n. 面粉；粉状物质
vt. 撒粉于；把…磨成粉"
incident,"n. 事件，事变；插曲
adj.  入射的；附带的；易发生的，伴随而来的"
accident,n. 事故；意外； 意外事件；机遇
inspiration,n. 灵感；鼓舞；吸气；妙计
aspiration,n. 渴望；抱负；送气；吸气；吸引术
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
potent,adj. 有效的；强有力的，有权势的；有说服力的
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
protest,"n. 抗议
adj. 表示抗议的；抗议性的
vt. 抗议；断言
vi. 抗议；断言"
protect,vt. 保护，防卫；警戒
revenge,"n. 报复；复仇
vt. 报复；替…报仇；洗雪
vi. 报仇；雪耻"
avenge,"vt. 替…报仇
vi. 报复，报仇"
expand,"vt. 扩张；使膨胀；详述
vi. 发展；张开，展开"
expend,vt. 花费；消耗；用光；耗尽
extend,"vt. 延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价
vi. 延伸；扩大；伸展；使疏开"
through,"prep. 通过；穿过；凭借
adj. 直达的；过境的；完结的
adv. 彻底；从头至尾"
thorough,adj. 彻底的；十分的；周密的
although,conj. 尽管；虽然；但是；然而
purpose,"n. 目的；用途；意志
vt. 决心；企图；打算"
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
expect,"vi. 期待；预期
vt. 期望；指望；认为；预料"
inspect,"vt. 检查；视察；检阅
vi. 进行检查；进行视察"
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想"
glide,"vi. 滑翔；滑行；悄悄地走；消逝
vt. 使滑行；使滑动
n. 滑翔；滑行；滑移；滑音"
slide,"n. 滑动；幻灯片；滑梯；雪崩
vt. 滑动；使滑动；悄悄地迅速放置
vi. 滑动；滑落；不知不觉陷入"
slip,"n. 滑，滑倒；片，纸片；错误；下跌；事故
abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
adj. 滑动的；有活结的；活络的
vt. 使滑动；滑过；摆脱；塞入；闪开
vi. 滑动；滑倒；犯错；失足；减退"
steal,"n. 偷窃；便宜货；偷垒；断球
vt. 剽窃；偷偷地做；偷窃
vi. 窃取；偷偷地行动；偷垒"
steel,"n. 钢铁；钢制品；坚固
adj. 钢制的；钢铁业的；坚强的
vt. 钢化；使冷酷"
strive,vi. 努力；奋斗；抗争
stride,"n. 大步；步幅；进展
vt. 跨过；大踏步走过；跨坐在…
vi. 跨；跨过；大步行走"
allusion,n. 暗示；提及
illusion,n. 幻觉，错觉；错误的观念或信仰
delusion,n. 迷惑，欺骗；错觉；幻想
elusion,n. 逃避；回避
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
perspective,"n. 观点；远景；透视图
adj. 透视的"
amend,"vt. 修改；改善，改进
vi. 改正，改善；改过自新"
emend,vt. 修订；改进
casual,"n. 便装；临时工人；待命士兵
adj. 随便的；非正式的；临时的；偶然的"
causal,"n. 表示原因的连词
adj. 因果关系的；有原因的"
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
personal,"n. 人事消息栏；人称代名词
adj. 个人的；身体的；亲自的"
statute,n.  法规；法令；条例
stature,n. 身高，身材；（精神、道德等的）高度
statue,"n. 雕像，塑像
vt. 以雕像装饰"
status,n. 地位；状态；情形；重要身份
widow,"n. 寡妇；孀妇
vt. 使成寡妇"
window,n. 窗；窗口；窗户
definite,adj. 一定的；确切的
infinite,"n. 无限； 无穷大；无限的东西（如空间，时间）
adj. 无限的，无穷的；无数的；极大的"
grim,adj. 冷酷的；糟糕的；残忍的
grime,"n. 尘垢；污点；煤尘
vt. 使污秽；使…弄脏"
recent,adj. 最近的；近代的
resent,vt. 怨恨；愤恨；厌恶
phrase,"n. 短语, 习语, 措辞, 乐句
vt. 措词, 将(乐曲)分成乐句"
phase,"n. 月相
n. （月亮的）盈亏
n. 时期"
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
version,n. 版本；译文；倒转术
gasp,"n. 喘气
vi. 喘气；喘息；渴望
vt. 气喘吁吁地说；喘着气说话"
grasp,"n. 抓住；理解；控制
vi. 抓
vt. 抓住；领会"
idle,"adj. 闲置的；懒惰的；停顿的
vt. 虚度；使空转
vi. 无所事事；虚度；空转"
idol,n. 偶像，崇拜物；幻象；谬论
lapse,n. (一时的) 走神，判断错误
elapse,"n. 流逝；时间的过去
vi. 消逝；时间过去"
eclipse,"n. 日蚀，月蚀；黯然失色
vt. 使黯然失色；形成蚀"
rude,adj. 粗鲁的；无礼的；狂暴的；未开化的
crude,"n. 原油；天然的物质
adj. 粗糙的；天然的，未加工的；粗鲁的"
source,n. 来源；水源；原始资料
sauce,"n. 酱油；沙司；调味汁
vt. 使增加趣味；给…调味"
saucer,n. 茶托，浅碟；浅碟形物；眼睛
resource,n. 资源，财力；办法；智谋
recourse,n. 求援，求助； 追索权；依赖；救生索
stripe,"n. 条纹，斑纹；种类
vt. 加条纹于…"
strip,"n. 带；条状；脱衣舞
vt. 剥夺；剥去；脱去衣服
vi. 脱去衣服"
trip,"n. 旅行；绊倒；差错
vt. 绊倒；使犯错
vi. 绊倒；远足；犯错误；轻快地走"
vocation,n. 职业；天职；天命；神召
vacation,"n. 假期；（房屋）搬出
vi. 休假，度假"
avocation,n. 副业；业余爱好；嗜好
evocation,n. 招魂；唤起；唤出
revocation,n. 取消；撤回；废除
area,n. 区域，地区；面积；范围
era,n. 时代；年代；纪元
resemble,vt. 类似，像
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
ensemble,"n. 全体；总效果；全套服装；全套家具；合奏组
adv. 同时"
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
obtain,"vi. 获得；流行
vt. 获得"
abstain,vi. 自制；放弃；避免
baggage,n. 行李； 辎重（军队的）
luggage,n. 行李；皮箱
badge,"n. 徽章；证章；标记
vt. 授给…徽章"
bandage,"n. 绷带
vt. 用绷带包扎"
blade,n. 叶片；刀片，刀锋；剑
bald,"adj. 秃顶的；光秃的；单调的；无装饰的
vi. 变秃"
bold,adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的
bloom,"n. 花；青春；旺盛
vt. 使开花；使茂盛
vi. 开花；茂盛"
blossom,"n. 花；开花期；兴旺期；花开的状态
vi. 开花；兴旺；发展成"
bosom,"n. 胸；胸怀；中间；胸襟；内心；乳房；内部
adj. 知心的；亲密的
vt. 怀抱；把…藏在心中"
blush,"n. 脸红；红色；羞愧
vt. 红著脸表示；使成红色
vi. 脸红；感到惭愧"
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
bride,n. 新娘；姑娘，女朋友
bribe,"n. 贿赂
vt. 贿赂，收买
vi. 行贿"
growl,"n. 咆哮声；吠声；不平
vt. 咆哮；（雷电，炮等）轰鸣
vi. 咆哮着说"
howl,"n. 嗥叫；怒号；嚎哭
vt. 狂喊着说；对…吼叫
vi. 咆哮；怒吼；狂吠"
dime,n. 一角硬币
dim,"n. 笨蛋，傻子
adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的
vt. 使暗淡，使失去光泽；使变模糊
vi. 变模糊，变暗淡"
dizzy,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
vt. 使头晕眼花；使混乱；使茫然"
dazzle,"n. 耀眼的光；灿烂
vt. 使……目眩；使……眼花
vi. 眼花缭乱；炫耀"
brown,"n. 褐色，棕色
adj. 棕色的，褐色的；太阳晒黑的
vt. 使变成褐色
vi. 变成褐色"
brow,n. 眉，眉毛；额；表情
blow,"n. 吹；打击；殴打
vt. 风吹
vi. 风吹；喘气"
bullet,"n. 子弹；只选某党全部候选人的投票；豆子
vi. 射出；迅速行进"
bulletin,"n. 公告，公报
vt. 公布，公告"
carton,"n. 纸板箱；靶心白点
vt. 用盒包装
vi. 制作纸箱"
cartoon,"n. 卡通片， 动画片；连环漫画
vt. 为…画漫画
vi. 画漫画"
chivalry,n. 骑士精神（复数chivalries）；骑士制度
cavalry,n. 骑兵；装甲兵；装甲部队
collar,"n. 衣领；颈圈
vt. 抓住；给…上领子；给…套上颈圈"
cellar,"n. 地窖；酒窖；地下室
vt. 把…藏入地窖"
vanish,"n. 弱化音
vi. 消失；突然不见；成为零
vt. 使不见，使消失"
evanish,vi. 消失，消灭
intrude,"vi. 闯入；侵入；侵扰
vt. 把…强加；把…硬挤"
extrude,"vt. 挤出，压出；使突出；逐出
vi. 突出，喷出"
detrude,vt. 推出；扔掉；逐出
contort,"vt. 扭曲；曲解
vi. 扭曲"
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
retort,"n. 反驳，顶嘴；曲颈瓶
vi. 反驳，回嘴
vt. 反驳，反击"
eminent,adj. 杰出的；有名的；明显的
imminent,adj. 即将来临的；迫近的
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
recline,"vt. 使躺下；使斜倚
vi. 靠；依赖；斜倚"
incline,"n. 倾斜；斜面；斜坡
vt. 使倾斜；使倾向于
vi. 倾斜；倾向；易于"
acclaim,"n. 欢呼，喝彩；称赞
vt. 称赞；为…喝彩，向…欢呼
vi. 欢呼，喝彩"
exclaim,"vt. 大声说出
vi. 呼喊，惊叫；大声叫嚷"
declaim,"vt. 演讲；慷慨激昂地发表
vi. 慷慨陈词；演讲；朗读"
proclaim,vt. 宣告，公布；声明；表明；赞扬
reclaim,"n. 改造，感化；再生胶
vt. 开拓；回收再利用；改造某人，使某人悔改
vi. 抗议，喊叫"
expel,vt. 驱逐；开除
repel,vt. 击退；抵制；使厌恶；使不愉快
impel,vt. 推动；驱使；激励
dispel,vt. 驱散，驱逐；消除（烦恼等）
wench,"n. 少妇；乡下姑娘
vi. 通奸"
wrench,"n. 扳手，扳钳；扭伤；痛苦；歪曲；猛扭
vt. 扭伤；猛扭；曲解；折磨
vi. 扭伤；猛扭；猛绞"
confidant,n. 知己；密友
confident,adj. 自信的；确信的
dreg,n. 渣滓；沉淀物
drag,"n. 拖；拖累
vi. 拖曳；缓慢而吃力地行进
vt. 拖累；拖拉；缓慢而吃力地行进"
specie,n. 硬币；铸币
species,"n.  物种；种类
adj. 物种上的"
suite,n. （一套）家具；套房；组曲；（一批）随员，随从
suit,"n. 诉讼；恳求；套装，西装；一套外衣
vt. 适合；使适应
vi. 合适；相称"
ascribe,vt. 归因于；归咎于
benevolent,adj. 仁慈的；慈善的；亲切的
broker,"n. 经纪人，掮客
vt. 以中间人等身分安排...
vi. 作为权力经纪人进行谈判"
buffer,"n.  缓冲区；缓冲器， 减震器
vt. 缓冲"
choir,"n. 唱诗班；合唱队；舞蹈队
vt. 合唱
vi. 合唱"
chunk,n. 大块；矮胖的人或物
custody,n. 保管；监护；拘留；抚养权
decree,"n. 法令；判决
vt. 命令；颁布；注定；判决
vi. 注定；发布命令"
discharge,"n. 排放；卸货；解雇
vt. 解雇；卸下；放出；免除
vi. 排放；卸货；流出"
eradicate,vt. 根除，根绝；消灭
hybrid,"n. 杂种，混血儿；混合物
adj. 混合的；杂种的"
landscape,"n. 风景；风景画；景色；山水画；乡村风景画；地形；（文件的）横向打印格式
vt. 对…做景观美化，给…做园林美化；从事庭园设计
vi. 美化（环境等），使景色宜人；从事景观美化工作，做庭园设计师"
pottery,n. 陶器；陶器厂；陶器制造术
predator,n.  捕食者； 食肉动物；掠夺者
strand,"n. 线；串；海滨
vt. 使搁浅；使陷于困境；弄断；使落后
vi. 搁浅"
mediate,"vi. 调解；斡旋；居中
vt. 调停；传达
adj. 间接的；居间的"
neutron,n.  中子
shilling,n. 先令
traitor,n. 叛徒；卖国贼；背信弃义的人
treason,n.  叛国罪；不忠
vowel,"n. 元音；母音
adj. 元音的"
zebra,"n.  斑马
adj. 有斑纹的"
