enable,vt. 使能够，使成为可能；授予权利或方法
breathe,"vi. 呼吸；低语；松口气；（风）轻拂
vt. 呼吸；使喘息；流露；低声说"
well,"n. 井；源泉
adj. 良好的；健康的；适宜的
adv. 很好地；充分地；满意地；适当地
v. 涌出"
better,"n. 长辈；较好者；打赌的人（等于bettor）
adj. 较好的
vt. 改善；胜过
adv. 更好的；更多的；较大程度地
vi. 变得较好"
best,"n. 最好的人，最好的事物；最佳状态
adj. 最好的
vt. 打败，胜过
adv. 最好地"
do,"vi. 行，足够；生长
n. 要求；规定；C大调音阶中的第一音
v. 做；干；学习；研究；进行；完成；解答；整理；算出；引起；行过
aux. 助动词（构成疑问句和否定句）；（代替动词）；（用于加强语气）
n. （口语）事件；（主英国口语）诈骗；（主英国、新西兰口语）宴会；（口语）必须做到的事情"
act,"n. 行为，行动；法令，法案；（戏剧，歌剧的）一幕，段；装腔作势
vt. 扮演；装作，举动像
vi. 行动；扮演，充当；表现，举止；假装，演戏；起作用，见效"
action,n. 行动；活动；功能；战斗；情节
direct,"adj. 直接的；直系的；亲身的；恰好的
vt. 管理；指挥；导演；指向
adv. 直接地；正好；按直系关系
vi. 指导；指挥"
measure,"n. 测量；措施；程度；尺寸
vt. 测量；估量；权衡
vi. 测量；估量"
mass,"n. 块，团；群众，民众；大量，众多；质量
adj. 群众的，民众的；大规模的，集中的
vi. 聚集起来，聚集
vt. 使集合"
personal,"n. 人事消息栏；人称代名词
adj. 个人的；身体的；亲自的"
company,"n. 公司；陪伴，同伴；连队
vt. 陪伴
vi. 交往"
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
surprise,"n. 惊奇，诧异；突然袭击
adj. 令人惊讶的
vt. 使惊奇；奇袭"
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修"
majority,n. 多数；成年
reality,n. 现实；实际；真实
die,"n. 冲模，钢模；骰子
vi. 死亡；凋零；熄灭
vt. 死，死于…"
tear,"vi. 流泪, 撕破
n. 眼泪, （撕破的）洞或裂缝, 撕扯
vt. 撕掉, 扯下, 扰乱"
medium,"adj. 中间的，中等的；半生熟的
n. 方法；媒体；媒介；中间物"
media,n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉
the media, 媒体；传媒；大众传播媒体
forward,"n. 前锋
adj. 向前的；早的；迅速的
adv. 向前地；向将来
vt. 促进；转寄；运送"
apologise,vi. 道歉（等于apologize）
apologize,"vi. 道歉；辩解；赔不是
vt. 道歉；谢罪；辩白"
apology,n. 道歉；谢罪；辩护；勉强的替代物
gradually,adv. 逐步地；渐渐地
system,n. 制度，体制；系统；方法
fix,"n. 困境；方位；贿赂
vt. 使固定；修理；安装；准备
vi. 固定；注视"
weight,"n. 重量，重力；负担；砝码；重要性
vt. 加重量于，使变重"
weigh,"n. 权衡；称重量
vt. 权衡；考虑；称…重量
vi. 重量为…；具有重要性；成为…的重荷；起锚"
strength,n. 力量；力气；兵力；长处
strong,"adj. 坚强的；强壮的；牢固的；擅长的
adv. 强劲地；猛烈地"
strength,n. 力量；力气；兵力；长处
strengthen,"vt. 加强；巩固
vi. 变强；变坚挺"
deliver,"n. 投球
vt. 交付；发表；递送；释放；给予（打击）；给…接生
vi. 实现；传送；履行；投递"
delivery,n.  交付；分娩；递送
perfect,"n. 完成式
adj. 完美的；最好的；精通的
vt. 使完美；使熟练"
memory,n. 记忆，记忆力；内存， 存储器；回忆
electricity,n. 电力；电流；强烈的紧张情绪
electric,"n. 电；电气车辆；带电体
adj. 电的；电动的；发电的；导电的；令人震惊的"
electrical,adj. 有关电的；电气科学的
separate,"n. .分开；抽印本
adj. 单独的；分开的；不同的；各自的；
vt. 使分离；使分开；使分居
vi. 分开；隔开；分居"
research,"n. 研究；调查
vt. 研究；调查
vi. 研究；调查
"
design,"n. 设计；图案
vt. 设计；计划；构思
vi. 设计"
cause,"n. 原因；事业；目标
vt. 引起；使遭受"
allow,"vi. 容许；考虑
vt. 允许；给予；认可"
explode,"vi. 爆炸，爆发；激增
vt. 使爆炸；爆炸；推翻"
explosion,n. 爆炸；爆发；激增
foreign,adj. 外国的；外交的；异质的；不相关的
foreigner,n. 外地人，外国人
advertise,"vt. 通知；为…做广告；使突出
vi. 做广告，登广告；作宣传"
delay,"n. 延期；耽搁；被耽搁或推迟的时间
vt. 延期；耽搁
vi. 延期；耽搁"
divide,"n.  分水岭，分水线
vt. 划分；除；分开；使产生分歧
vi. 分开；意见分歧"
either,"conj. 也（用于否定句或否定词组后）；根本
prep. 任何一个
adj. 两者之中任一的；两者之中每一的
pron. 任一，两方，随便哪一个；两者中的一个或另一个"
spare,"n. 剩余；备用零件
vt. 节约，吝惜；饶恕；分出，分让
adj. 多余的；瘦的；少量的
vi. 饶恕，宽恕；节约"
bury,vt. 埋葬；隐藏
decide,"vi. 决定，下决心
vt. 决定；解决；判决"
invite,"n. 邀请
vt. 邀请，招待；招致"
invitation,n. 邀请；引诱；请帖；邀请函
amount,"n. 数量；总额，总数
vi. 总计，合计；相当于；共计；产生…结果"
shock,"n. 休克；震惊；震动；打击；禾束堆
adj. 浓密的；蓬乱的
vt. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆
vi. 感到震惊；受到震动；堆成禾束堆"
link,"n.  链环，环节；联系，关系
vt. 连接，连结；联合，结合
vi. 连接起来；联系在一起；将人或物连接或联系起来"
put,"n. 掷；笨蛋；投击；怪人
adj. 固定不动的
vi. 出发；击；航行；发芽
vt. 放；表达；移动；安置；赋予"
former,"n. 模型，样板；起形成作用的人
adj. 从前的，前者的；前任的"
late,"adj. 晚的；迟的；已故的；最近的
adv. 晚；迟；最近；在晚期"
opportunity,n. 时机，机会
chance,"n. 机会，际遇；运气，侥幸；可能性
vt. 偶然发生；冒……的险
vi. 碰巧；偶然被发现"
decrease,"n. 减少，减小；减少量
vt. 减少，减小
vi. 减少，减小"
increase,"n. 增加，增长；提高
vt. 增加，加大
vi. 增加，增大；繁殖"
impress,"n. 印象，印记；特征，痕迹
vi. 给人印象
vt. 盖印；强征；传送；给予某人深刻印象"
impression,n. 印象；效果，影响；压痕，印记；感想；曝光（衡量广告被显示的次数。打开一个带有该广告的网页，则该广告的impression 次数增加一次）
order,"n. 命令；顺序；规则； 定单
vt. 命令；整理；定购
vi. 命令；定货"
flexible,adj. 灵活的；柔韧的；易弯曲的
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
care,"n. 关怀；照料；谨慎；忧虑
vt. 在意；希望或喜欢
vi. 照顾；关心；喜爱；顾虑"
through,"prep. 通过；穿过；凭借
adj. 直达的；过境的；完结的
adv. 彻底；从头至尾"
native,"adj. 本国的；土著的；天然的；与生俱来的；天赋的
n. 本地人；土产；当地居民"
together,"adj. 新潮的；情绪稳定的，做事有效率的
adv. 一起；同时；相互；连续地；总共"
classic,"n. 名著；经典著作；大艺术家
adj. 经典的；古典的，传统的；最优秀的"
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
treasure,"n. 财富，财产；财宝；珍品
vt. 珍爱；珍藏"
symbol,n. 象征；符号；标志
fresh,"n. 开始；新生；泛滥
adj. 新鲜的；清新的；淡水的；无经验的
adv. 刚刚，才；最新地"
branch,"n. 树枝，分枝；分部；支流
vt. 分支；出现分歧
vi. 分支；出现分歧"
require,vt. 需要；要求；命令
damage,"vi. 损害；损毁
vt. 损害，毁坏
n. 损害；损毁；赔偿金"
deserve,"vi. 应受，应得
vt. 应受，应得"
accurate,adj. 精确的
accurately,adv. 精确地，准确地
around,"prep. 四处；在…周围
adv. 大约；到处；在附近"
disappointed,adj. 失望的，沮丧的；受挫折的
belong,vi. 属于，应归入；居住；适宜；应被放置
belonging,n. 所有物；行李；附属物
supply,"n. 供给，补给；供应品
vt. 供给，提供；补充
vi. 供给；替代"
move,"n. 移动；步骤；迁居；策略
vi. 移动；搬家，迁移；离开
vt. 移动；感动"
head,"n. 头；头痛；上端；最前的部分；理解力
adj. 头的；主要的；在顶端的
vt. 前进；用头顶；作为…的首领；站在…的前头；给…加标题
vi. 出发；成头状物；船驶往"
piece,"n. 块；件；篇；硬币
vt. 修补；接合；凑合"
addition,n. 添加； 加法；增加物
fair,"n. 展览会；市集；美人
adj. 公平的；美丽的，白皙的； 晴朗的
vi. 转晴
adv. 公平地；直接地；清楚地"
extremely,adv. 非常，极其；极端地
failure,n. 失败；故障；失败者；破产
fail,"n. 不及格
vi. 失败，不及格；破产；缺乏；衰退
vt. 不及格；使失望；忘记；舍弃"
elder,"n. 老人；长辈；年长者；父辈
adj. 年长的；年龄较大的；资格老的"
elderly,adj. 上了年纪的；过了中年的；稍老的
note,"n. 笔记；音符；票据；注解；纸币；便笺；照会；调子
vt. 注意；记录；注解"
patient,"n. 病人；患者
adj. 有耐心的，能容忍的"
patience,n. 耐性，耐心；忍耐，容忍
little,"adj. 小的；很少的；短暂的；小巧可爱的
adv. 完全不
n. 少许；没有多少；短时间"
less,"adv. 较少地；较小地；更小地
adj. 较少的；较小的
prep. 减去
n. 较少；较小"
least,"adj. 最小的；最少的（little的最高级）
adv. 最小；最少
n. 最小；最少"
represent,"vt. 代表；表现；描绘；回忆；再赠送
vi. 代表；提出异议"
relate,"vt. 叙述；使…有联系
vi. 涉及；认同；符合；与…有某种联系"
abroad,"n. 海外；异国
adj. 往国外的
adv. 在国外；到海外"
keep,"vt. 保持；经营；遵守；饲养
vi. 保持；继续不断
n. 保持；生计；生活费"
future,"n. 未来；前途；期货；将来时
adj. 将来的，未来的"
defence,n. 防御；防卫；答辩；防卫设备
defend,"vi. 保卫；防守
vt. 辩护；防护"
guarantee,"n. 保证；担保；保证人；保证书；抵押品
vt. 保证；担保"
talent,n. 才能；天才；天资
role,n. 角色；任务
part,"n. 部分；角色；零件；一些；片段
adj. 部分的
vt. 分离；分配；分开
adv. 部分地
vi. 断裂；分手"
vacation,"n. 假期；（房屋）搬出
vi. 休假，度假"
stress,"n. 压力；强调；紧张；重要性；重读
vt. 强调；使紧张；加压力于；用重音读"
stressful,adj. 紧张的；有压力的
then,"conj. 然后，当时
n. 那时
adv. 然后；那么；于是；当时；此外"
enough,"n. 很多；充足
adj. 充足的
adv. 足够地，充足地
int. 够了！"
excellent,adj. 卓越的；极好的；杰出的
flight,"n. 飞行；班机；逃走
vt. 射击；使惊飞
vi. 迁徙"
aspect,n. 方面；方向；形势；外貌
want,"n. 需要；缺乏；贫困；必需品
vt. 需要；希望；应该；缺少
vi. 需要；缺少"
aware,adj. 意识到的；知道的；有…方面知识的；懂世故的
awareness,"n. 意识，认识；明白，知道
n. 人群对品牌或产品的认知"
social,"n. 联谊会；联欢会
adj. 社会的，社交的；群居的"
society,n. 社会；交往；社团；社交界
only,"adv. 只，仅仅；不料
adj. 唯一的，仅有的；最合适的
conj. 但是；不过；可是"
beyond,"prep. 超过；越过；那一边；在...较远的一边
n. 远处
adv. 在远处；在更远处"
lend,"vt. 贷；增添，提供；把……借给
vi. 贷款"
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
profession,n. 职业，专业；声明，宣布，表白
professor,n. 教授；教师；公开表示信仰的人
go,"n. 去；进行；尝试
vi. 走；达到；运转；趋于
vt. 忍受；出产；以…打赌
"
round,"n. 圆；循环；一回合；圆形物
prep. 附近；绕过；大约；在…周围
adj. 圆的；完全的；大概的；肥胖的
vt. 完成；围捕；绕行；弄圆
adv. 在周围；迂回地；朝反方向；挨个
vi. 进展；变圆；环行；发胖"
turn,"n. 转弯；变化；(损害或有益于别人的)行为，举动，举止
vi. 转向；转变；转动
vt. 转动，使旋转；转弯；翻过来；兑换"
annoy,"n. 烦恼（等于annoyance）
vt. 骚扰；惹恼；打搅
vi. 惹恼；令人讨厌；打搅"
annoyance,n. 烦恼；可厌之事；打扰
annoying,"v. 骚扰（annoy的ing形式）
adj. 讨厌的；恼人的"
annoyed,"v. 使烦恼；打扰（annoy的过去分词）
adj. 恼怒的；烦闷的"
fire,"n. 火；火灾；炮火；炉火；热情；激情；磨难
vt. 点燃；解雇；开除；使发光；烧制；激动；放枪
vi. 着火；射击；开枪；激动；烧火"
also,"conj. 并且；另外
adv. 也；而且；同样"
hear,"vi. 听；听见
vt. 听到，听；听说；审理"
hearing,"n. 听力；审讯，听讯
v. 听见（hear的ing形式）"
attach,"vi. 附加；附属；伴随
vt. 使依附；贴上；系上；使依恋"
though,"conj. 虽然；尽管
prep. 但
adv. 可是，虽然；不过；然而"
bright,"n. 车头灯光
adj. 明亮的，鲜明的；聪明的；愉快的
adv. 明亮地；光明地；欢快地"
brighten,"vt. 使闪亮；使生辉；使快乐高兴
vi. 明亮；变亮；活跃；快乐高兴"
suggest,vt. 提议，建议；启发；使人想起；显示；暗示
suggestion,n. 建议；示意；微量，细微的迹象
advice,n. 建议；忠告；劝告；通知
happen,vi. 发生；碰巧；偶然遇到
noise,"n.  噪音；响声；杂音
vt. 谣传
vi. 发出声音；大声议论"
noisy,adj. .嘈杂的；喧闹的；聒噪的
effect,"n. 影响；效果；作用
vt. 产生；达到目的"
opposite,"adj. 相反的；对面的；对立的
n. 对立面；反义词
prep. 在…的对面
adv. 在对面"
oppose,"vt. 反对；对抗，抗争
vi. 反对"
tie,"n. 领带；平局；鞋带；领结；不分胜负
vi. 打结；不分胜负；被用带（或绳子等）系住
vt. 系；约束；打结；与…成平局"
how,"adv. 如何；多少；多么
n. 方法；方式
conj. 如何"
fortunately,adv. 幸运地
luckily,adv. 幸好，侥幸；幸运地
fortune,"n. 财富；命运；运气
vt. 给予财富
vi. 偶然发生"
fortunate,adj. 幸运的；侥幸的；吉祥的；带来幸运的
control,"n. 控制；管理；抑制；操纵装置
vt. 控制；管理；抑制"
belief,n. 相信，信赖；信仰；教义
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
